code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
688082.SH,盛美上海,4484142.019815094,136978.90202830188,106,266248156.63,SAPS单片清洗设备、TEBO单片清洗设备、槽式清洗设备、单片背面清洗设备、单片槽式组合清洗设备、单片清洗设备、后道先进封装电镀设备、立式炉管设备、前道刷洗设备、前道铜互连电镀设备、去胶设备、湿法刻蚀设备、涂胶设备、无应力抛光设备、先进封装刷洗设备、显影设备,专用设备与零部件,"公司是一家具备世界领先技术的半导体设备制造商，主要从事半导体专用设备的研发、生产和销售，主要产品包括半导体清洗设备、半导体电镀设备和先进封装湿法设备等。公司坚持差异化竞争和创新的发展战略，通过自主研发的单片兆声波清洗技术、单片槽式组合清洗技术、电镀技术、无应力抛光技术和立式炉管技术等，向全球晶圆制造、先进封装及其他客户提供定制化的设备及工艺解决方案，有效提升客户的生产效率、提升产品良率并降低生产成本,公司凭借先进的技术和丰富的产品线，已发展成为中国大陆少数具有一定国际竞争力的半导体专用设备提供商，产品得到众多国内外主流半导体厂商的认可，并取得良好的市场口碑,公司的兆声波单片清洗设备、单片槽式组合清洗设备及铜互连电镀工艺设备领域的技术水平达到国际领先或国际先进水平,并获得“上海市集成电路先进湿法工艺设备重点实验室”称号；公司是“20-14nm铜互连镀铜设备研发与应用”和“65-45nm铜互连无应力抛光设备研发”等中国“02专项”重大科研项目的主要课题单位。"
688779.SH,长远锂科,4444868.554143623,517965.07150588237,170,700639618.85,钴酸锂正极材料、球镍、三元前驱体、三元正极材料,化学试剂,"公司是一家主要从事高效电池正极材料研发、生产和销售的高新技术企业，公司是国内最早从事三元正极材料相关研发、生产的企业之一，也是国内最早具备三元正极材料量产能力的企业之一,致力于为新能源电池提供高安全性、高能量密度、高循环次数的正极材料，旨在成为全球新能源材料行业的引领者。公司主要产品包括三元正极材料及前驱体、钴酸锂正极材料、球镍等，公司收入主要来源于上述产品的销售,公司自2011年进入三元正极材料领域，经过多年的技术积累与产业化经验，公司在三元正极材料领域形成了先发优势，已经成功进入了宁德时代、比亚迪、亿纬锂能、欣旺达等主流锂电池生产企业的供应商体系，并通过持续的技术优化和产品迭代稳定与深化客户合作,成立至今，公司通过自主研发，承担了国家科技部十三五新能源汽车重点项目、湖南省战略性新兴产业项目、湖南省创新创业投资基金项目、湖南省自然科学基金项目等一系列技术项目，技术水平获得肯定。"
300866.SZ,安克创新,4410242.808353763,172750.38335269707,241,981727237.06,"USB充电器及USB数据传输相关产品、保护支架类业务、充电器、充电线材、充电线材,数据线材相关产品、无线充、无线耳机、无线音箱、移动电源、移动电源及锂电相关产品、音频类产品、智能安防、智能车载、智能家居、智能家庭类产品、智能影音",电脑外围设备,公司专业从事智能移动周边产品、智能生活周边产品及计算机周边产品的研发和销售，公司“Anker”等品牌的消费电子产品销往全球，在亚马逊等境外大型电子商务平台上占据领先的行业市场份额，拥有很高的知名度和美誉度。此外，公司亦大力拓展线下销售渠道，在北美、欧洲、日本和中东等发达国家和地区市场通过沃尔玛、百思买、塔吉特、日本Canon Marketing等知名渠道的销售快速增长。报告期内，公司主营业务收入97%以上的收入来源于境外销售，公司境外销售主要来自北美、欧洲、日本、中东等经济发达、消费力强、运作规范的市场和地区。公司在全球最大传播集团WPP与Google联合发布的“BrandZ中国出海品牌50强”2017年、2018年榜单中分别位列第8和第7名，并在2017年被评选为“成长最快消费电子品牌”；于2018年荣获知名媒体平台Morketing所颁发的“灵眸奖(Morketing Award)”之“十大全球化领军企业”第三名；并在2017年被美国权威电商研究机构Internet Retailer提名入围年度全球电商奖。
300390.SZ,天华超净,4404133.555510622,1388641.3463236515,241,910697235.61,防静电无尘服、防静电无尘手套、防静电无尘鞋、防静电吸塑托盘、净化粘尘垫、离子化静电消除器、无尘擦拭布、无尘电子保护膜、在线监测仪,高分子聚合物、外衣、鞋子、专用设备与零部件,公司是国内知名的静电与微污染防控解决方案提供商，专业从事防静电无尘产品以及高亮超薄背光源产品研发、生产和销售的国家高新技术企业、全国“守合同重信用”企业。公司业务涵盖防静电超净技术产品业务和医疗器械注射器产品业务，产品广泛应用于电子信息行业。公司已主导及参与编制国内多项行业标准的制定：《FZ/T64056-2015洁净室用擦拭布》、《SJ/T11587-2016电子产品防静电包装技术要求》、《GB/T33555-2017洁净室及相关受控环境静电控制技术指南》等。在国内防静电行业内，公司在产品品质、技术研发、整体方案解决能力等方面都得到行业的认可，“CANMAX”是江苏省著名商标，享有很高品牌知名度和美誉度。公司拥有专业的研发团队和优质的供应资源，先后导入了ISO9001质量管理体系、ISO14001环境管理体系、TS16949质量管理体系及精益生产管理模式。
300037.SZ,新宙邦,4373840.288839631,742005.5767344398,241,1306639758.89,常规锂离子电池电解液、超级电容器化学品、动力锂离子电池电解液、固态高分子电容器化学品、铝电解电容器化学品,其他化学品,公司是一家专业从事新型电子化学品的研发、生产、销售和服务的高新技术企业。主要产品铝电解电容器化学品、固态高分子电容器化学品、超级电容器电解液及锂离子电池电解液，生产规模、产品质量和技术开发能力居国内同行领先。公司产品先后通过了ISO9001:2000质量管理体系认证和ISO14001:2004环境管理体系认证，已成为国内外著名行业用户的长期合作伙伴。公司产品批量出口日本、美国、东南亚等国家和地区，逐渐成为全球电子化学品一流的供应商。“CAPCHEM”、“宙邦”被评为“广东省著名商标”；“新宙邦”被评为“深圳市知名品牌”。
300012.SZ,华测检测,4325930.599440307,343637.66638174275,241,746186939.78,华测检测工业品测试、华测检测贸易保障检测、华测检测生命科学检测、华测检测消费品测试,电子测试和测量仪器,公司是一家全国性、综合性的独立第三方检测服务机构，主要从事工业品、消费品、生命科学以及贸易保障领域的技术检测服务。在国内拥有数十家分支机构组成的业务网络，拥有化学、生物、物理、机械、电磁等领域的多个实验室，取得了CMA计量认证与CNAS国家合格评定委员会实验室认可资格和检查机构认可资格，并依据ISO17025、ISO17020进行管理。公司具备向社会独立出具公正数据的资质，检测数据具有较高的市场公信力，检测报告得到包括美国、英国、德国、法国、意大利、日本、韩国、中国台湾和中国香港地区在内的共42个国家和地区的认可。公司为中国制造业产品创新、产业升级提供公共技术服务平台，为中国乃至世界各地的产品质量、安全、环保、健康、节能等提供监督和支持。
300285.SZ,国瓷材料,4301014.909220665,247408.1319128631,241,795159851.29,MLCC介质瓷粉、水热钛酸钡粉体、微波介质瓷粉,其他化学品,公司是一家专业从事新材料领域，集研发、生产、销售为一体的高新技术企业。公司产品涵盖电子陶瓷介电材料、结构陶瓷材料(纳米复合氧化锆和氧化铝等)、建筑陶瓷材料(陶瓷墨水、釉料)、电子金属浆料(银浆、铝浆、铜浆、镍浆等)、催化材料(蜂窝陶瓷、分子筛、铈锆固溶体等)等。产品主要应用在电子信息和通讯、生物医药、新能源汽车、建筑材料、汽车及工业催化、太阳能光伏、航空航天等现代高科技领域。公司承建了“山东省电子陶瓷材料工程技术研究中心”和“山东省电子陶瓷材料工程试验室”、“山东省企业技术中心”三大科研平台，持续开展技术创新和产品研发，已累计取得多项专利。
300724.SZ,捷佳伟创,3925024.9235043153,865579.2198174275,241,717399875.37,捷佳伟创MOCVD 设备、捷佳伟创PECVD设备、捷佳伟创刻蚀设备、捷佳伟创扩散炉设备、捷佳伟创清洗设备、捷佳伟创制绒设备、捷佳伟创自动化设备,电子设备及加工,公司是一家高速发展的光伏设备及绿色能源产业专用设备制造商，2007年创立于深圳市宝安区，并于2010年与深圳市捷佳创精密设备有限公司成功实现业务整合，产品涵盖原生多晶硅料生产设备、硅片加工设备、晶体硅电池生产设备等;公司系国内领先的晶体硅太阳能电池生产设备制造商，主营PECVD设备、扩散炉、制绒设备、刻蚀设备、清洗设备、自动化配套设备等太阳能电池片生产工艺流程中的主要设备的研发、制造和销售。
688105.SH,诺唯赞,3883003.494678899,205849.27464220184,109,678289569.04,Bio-assay系列生物制剂、PCR系列生物制剂、分子克隆系列生物制剂、呼吸道POCT诊断试剂、基因编辑系列生物制剂、基因测序系列生物制剂、量子点全自动免疫荧光分析仪POCT诊断仪器、慢病管理POCT诊断试剂、逆转录系列生物制剂、全自动特定蛋白分析仪POCT诊断仪器、肾功能POCT诊断试剂、生物制剂PCR系列生物制剂、提取纯化系列生物制剂、胃功能POCT诊断试剂、细胞/蛋白系列生物制剂、心脑血管POCT诊断试剂、炎症感染POCT诊断试剂、优生优育POCT诊断试剂、自体免疫POCT诊断试剂,化学试剂,公司是一家围绕酶、抗原、抗体等功能性蛋白及高分子有机材料进行技术研发和产品开发的生物科技企业，依托于自主建立的关键共性技术平台，先后进入了生物试剂、体外诊断业务领域，并正在进行抗体药物的研发，是国内少数同时具有自主可控上游技术开发能力和终端产品生产能力的研发创新型企业。公司先后建立了江苏省工程研究中心、江苏省企业技术中心、江苏省博士后创新实践基地，承担了江苏省科技厅科技成果转化专项、江苏省工信厅重点领域共性技术攻关项目、江苏省发展和改革委核酸检测试剂和疫苗药物生产研发企业专项等多项省市重大专项和专项资金项目，荣获了江苏省科技小巨人企业、江苏省服务型制造示范培育企业和南京市培育独角兽等众多荣誉称号。
300769.SZ,德方纳米,3867849.753094988,832454.6301825726,241,800592881.91,德方纳米(挂牌终止)布袋石墨烯、德方纳米(挂牌终止)纳米磷酸铁锂、德方纳米(挂牌终止)碳纳米管、德方纳米(挂牌终止)碳纳米管导电液,催化剂及化学助剂,公司是一家致力于纳米材料制备技术开发直至产业化，集研发、生产和销售纳米材料及其应用产品为一体的企业。公司总部位于深圳市南山区，先后在广东佛山和山东肥城建立研发和生产基地。德方纳米公司自主研发的“自热蒸发液相法合成纳米磷酸铁锂正极材料”技术和生产工艺经过了国家纳米科学中心组织(以师昌绪、黄学杰为正、副组长)的专家组鉴定为国际领先水平。公司的产品有纳米磷酸铁锂、纳米磷酸铁锰锂、碳纳米管、碳纳米管导电液及多层布袋石墨烯。主产品纳米磷酸铁锂现已实现千吨级规模生产能力。德方纳米公司对其产品和技术拥有完全自主的知识产权，申请PCT专利2项，国家发明专利23项，其中已获授权13项，制定国际标准1项，国家标准3项。是全国纳米储能技术标准化工作组(TC279/WG7)挂靠单位，承担国家工信部重大科技成果转换项目；财政部、工信部、科技部联合项目新能源汽车创新工程项目；国家科技部创新基金项目；是深圳市市级工程实验室“深圳纳米电极材料工程实验室”的依托单位。
688188.SH,柏楚电子,3833042.7856081496,187992.3305726141,241,550198665.07,BCS100 随动控制系统、FSCUT1000-低功率板卡系统、FSCUT2000-中功率板卡系统、FSCUT3000-管材切割板卡系统、FSCUT4000-全闭环板卡系统、FSCUT5000-管材切割总线系统、FSCUT8000-超高功率总线系统、I/O扩展模块、高精度视觉定位系统、轴扩展模块,系统集成服务,公司是一家从事激光切割控制系统的研发、生产和销售的高新技术企业和重点软件企业，是国家首批从事光纤激光切割成套控制系统开发的民营企业，致力于为激光加工提供稳定、高效的自动化控制解决方案，推动中国工业自动化的发展，公司主营业务系为各类激光切割设备制造商提供以激光切割控制系统为核心的各类自动化产品，公司产品以自主软件开发为核心，并与板卡、总线主站、电容调高器等硬件集成后进行销售，其中部分硬件通过外协厂商进行加工。公司全部产品均直接销售给下游客户，不存在通过代理或经销商销售的情形。中低功率激光切割控制系统领域中，目前国产激光运动控制系统已占据中国市场的主导地位。公司通过自主研发，承担了国家技术创新基金项目、上海市创新资金项目、上海市软件和集成电路产业发展专项资金项目、闵行区科研项目与闵行区产学研项目等一系列技术项目，技术水平获得肯定。公司先后荣获“上海市小巨人企业”，上海市“专精特新”企业，“闵行区小巨人培育企业”，“闵行区研发机构”等多项企业荣誉。
300699.SZ,光威复材,3659822.0045643155,507467.5950290456,241,758382679.09,玻璃纤维预浸料、碳纤维、碳纤维复合材料制品、碳纤维核心生产设备、碳纤维预浸料、碳纤维织物,玻璃纤维、合成纤维、专用设备与零部件,公司是致力于高性能碳纤维及复合材料研发和生产的高新技术企业。公司以高端装备设计制造技术为支撑，形成了从原丝开始的碳纤维、织物、树脂、高性能预浸材料、复合材料制品的完整产业链布局，主要经营范围为高性能纤维、织物、预浸材料、各类复合材料制品及装备的研发、生产、销售，技术开发与咨询，备案范围内的货物及技术进出口业务等。公司是专业从事碳纤维、碳纤维织物、碳纤维预浸料、碳纤维复合材料制品及碳纤维核心生产设备的研发、生产与销售的高新技术企业，拥有碳纤维行业全产业链布局。在国防军工及民用领域均具有广泛的应用前景，是发展国防军工与国民经济的重要战略物资。
300073.SZ,当升科技,3644577.426983079,1060121.8747012448,241,1090983029.97,电子级氧化钴、多元材料ME-4、多元材料ME-5、多元材料ME-9A、钴酸锂LCO-12#、钴酸锂LCO-12B、钴酸锂LCO-18B、钴酸锂LCO-5#、钴酸锂LCO-8#、锰酸锂MSL-15R、锰酸锂MSL-15T、碳酸锰、氧化铋,重有色金属,公司是一家新能源材料研发和生产的北京市高新技术企业，国内锂电正极材料的龙头企业，主要从事钴酸锂、多元材料及锰酸锂等小型锂电、动力锂电正极材料的研发、生产和销售。公司在湿法和火法两项技术方面的集成创新能力使得公司成为国内外少数几家能快速推出系列化多元材料的公司之一，部分锂电正极材料产品的质量达到了国际先进水平。公司是国内率先出口锂电正极材料的供应商，国际前6大锂电巨头中拥有5家客户，包括三星SDI、LG化学、三洋能源、深圳比克和比亚迪等。此外，在电子陶瓷业，氧化钴、氧化铋的市场份额连续多年在国内居于领先地位。
688006.SH,杭可科技,3626345.753298755,228956.72017842325,241,235117881.75,常规软包/聚合物电池充放电设备、方形电池充放电设备、分档机、高温加压充放电设备、内阻电压自动测试设备、圆柱电池充放电设备、自动上下料机,专用设备与零部件,"公司是一家从事可充电电池设计、研发生产的高新技术企业,在充放电机、内阻测试仪等后处理系统核心设备的研发、生产方面拥有核心技术和能力，并能提供锂离子电池生产线后处理系统整体解决方案。公司依托专业技术、精细化管理和贴身服务，公司凭借自身的研发实力及自主创新能力，在产品的功能、性能、质量和安全等方面实现自主研发，公司拥有发明专利12项，实用新型专利49项,为韩国三星、韩国LG、日本索尼(现为日本村田)、宁德新能源、比亚迪、国轩高科、比克动力、天津力神等国内外知名锂离子电池制造商配套供应各类锂离子电池生产线后处理系统设备。"
688002.SH,睿创微纳,3613153.1121161827,288306.9811659751,241,461180017.63,XCore LA系列机芯、XCore LT系列机芯、XCore Micro机芯、XCore Nano机芯、Xforest 系列 机芯、车载红外热成像仪系列、多功能手持望远镜、多功能头盔式热像仪、红外MEMS芯片、户外手持红外热成像仪系列、金属封装探测器系列、晶圆级封装探测器系列、融合式双光望远镜、陶瓷封装探测器系列、智能手机热像仪,半导体分立器件、电子测试和测量仪器、专用设备与零部件,公司是一家专业从事非制冷红外热成像与MEMS传感技术开发的集成电路芯片企业，致力于专用集成电路、MEMS传感器及红外成像产品的设计与制造。公司产品主要包括非制冷红外热成像MEMS芯片、红外热成像探测器、红外热成像机芯、红外热像仪及光电系统。公司目前已具备先进的集成电路设计、传感器设计、器件封测、图像算法开发、系统集成等研发与制造能力。公司产品主要应用于军用及民用领域，其中军用产品主要应用于夜视观瞄、精确制导、光电载荷以及军用车辆辅助驾驶系统等，民用产品广泛应用于安防监控、汽车辅助驾驶、户外运动、消费电子、工业测温、森林防火、医疗检测设备以及物联网等诸多领域。公司已拥有的全系列产品可以满足绝大部分军品及民品客户需求。
