code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
601865.SH,福莱特,7534738.53451659,741944.7200456432,241,2119919326.43,EPC光伏电站工程建设、玻璃用石英矿、浮法玻璃、工程玻璃、光伏玻璃、家居玻璃,玻璃、系统集成服务,公司是中国最大的光伏玻璃原片制造商之一，主要从事设计、开发、生产及销售售往中国及海外光伏组件生产商的光伏玻璃。公司的光伏玻璃产品通常为光伏深加工玻璃，尤其是超白光伏压花玻璃，其主要用于生产晶体硅光伏电池，而晶体硅光伏电池随后可安装组成晶体硅光伏组件。公司的光伏玻璃亦可用作薄膜光伏电池的盖板。公司主要向国内外光伏组件生产商出售公司的光伏玻璃产品。尽管公司的大部分收益来自光伏玻璃，但公司亦生产及出售浮法玻璃、家居玻璃及工程玻璃，而此等玻璃连同光伏玻璃构成公司的四大玻璃产品。
600089.SH,特变电工,7191565.548402555,2453578.4591037347,241,7254795959.39,塔吉克斯坦500kV输变电线路工程项目、泰山电缆、特变电工电高纯铝棒、特变电工电工圆铝杆、特变电工空气消毒机、特变电工铝锭、特变电工水处理消毒机、特变电工太阳能电池用单晶硅片、特变电工太阳能电站、特变电工太阳能光伏组、新特低压开关柜、新特电抗器、新特干式变压器、新特互感器、新特特种变压器、新特油浸式电力变压器、新特组合式变电站,半导体太阳能光伏、变电设备、低压电器类、电解铝、电气仪器仪表、发电机及附属设备、工业建筑、铝加工材、清洁器具、输电设备,公司是中国变压器行业首家上市公司，中国重大装备制造业的核心骨干企业，国家级企业技术中心和博士后科研工作站，是中国重大装备制造业首家获得“中国驰名商标”和“中国名牌产品”的企业集团。同时，也是中国重要的变压器、电线电缆、高压电子铝箔新材料、太阳能系统工程实施及太阳能核心控制部件的研发、制造和出口企业。公司始终专注于“输变电、新能源、新材料”三大产业的开拓与协同发展，公司是国内少有的具有自主知识产权的变压器制造企业，特别是超高压和直流变压器的核心技术已经达到了国际水平。在新能源产业方面，公司拥有多项自主知识产权技术，成功开发出大功率太阳能光伏电站系统、太阳能电池组件、太阳能级硅片等核心技术产品。
300751.SZ,迈为股份,5884955.7705804445,783777.1261369294,241,642802185.94,红外线干燥炉、检测机、全自动太阳能电池丝网印刷机、烧结炉、太阳模拟器、太阳能电池丝网印刷生产线成套设备（整线）、自动翻片机、自动分选机、自动缓存机、自动冷却机、自动上片机,专用设备与零部件,公司是一家集机械设计、电气研制、软件算法开发、精密制造装备于一体的高端智能装备制造商，涉足太阳能电池生产设备，是光伏行业全球领先的设备供应商及服务提供商。公司主营生产太阳能电池丝网印刷生产线成套设备。经过多年的技术积累与市场验证，公司在国内太阳能电池丝网印刷设备领域已处于领先地位，与众多集团等建立了长期合作关系，打破了丝网印刷设备领域进口垄断的格局。
603185.SH,上机数控,5409115.859317145,1142305.3023153527,241,1711409280.61,全自动磨面倒角一体机、数控多晶硅金刚线截断机、数控硅块平面磨床、数控金刚线蓝宝石切片机、数控金刚线切片机、数控蓝宝石多、单线开方机、数控蓝宝石磨床,机床机械,公司是国内首家为开发太阳能硅片配套的专用数控磨床、专用倒角机和切断锯床的企业。主营业务为各类精密数控机床、通用机床的研发、设计、制造、销售和服务。公司主要产品有缝纫机曲轴磨床、轧辊磨床、光伏专用平面磨床、数控金刚石带锯床、数控轧辊磨床等产品，并承接各种类型的非标专用磨床、大型、重型磨床的设计和制造。公司通过了ISO9001：2000质量管理体系认证，ISO14001：2004环境管理体系认证，产品被评为“江苏省高新技术产品、，江苏省名牌产品”。工厂被评为无锡市重合同守信用企业、无锡市高新技术企业、江苏省民营科技企业、国家级高新技术企业。
300763.SZ,锦浪科技,5320183.189005407,848585.6020829875,241,473833499.69,锦浪科技分布式风力发电机组、锦浪科技风光混合型逆变器、锦浪科技风力并网逆变器、锦浪科技光伏并网逆变器,变电设备、发电机及附属设备,公司主要从事光伏并网逆变器、风力并网逆变器及分布式风力发电机组的研发、生产、销售和服务。公司作为知名的并网逆变器供应商，自成立以来，就注重自主研发，生产的产品具有质量高、性能好等优异的特点，随着技术的积累和研发实力的提升，公司在光伏逆变器、风力逆变器、风光混合逆变器、储能并网一体式混合逆变器等多个领域居于行业的前列，公司拥有多项核心技术，并注重知识产权保护，在行业内拥有较高的的技术影响力和一定的市场地位。众多优秀技术人才。公司研发团队被评为浙江省重点创新团队，建有企业院士工作站。截至2018年3月30日，公司已取得专利证书的专利51项，并获得了多项荣誉与奖项。公司自成立初即坚持全球化布局，凭借优异的产品性能和可靠的产品质量，公司在亚洲、欧洲、美洲及澳洲等多个国家和地区积累了众多优质客户，与公司形成了长期稳定的合作关系，除国内市场外，公司产品销往美国、英国、荷兰、澳大利亚、墨西哥、印度等全球多个国家和地区，赢得了客户的高度认可。
300724.SZ,捷佳伟创,3925024.9235043153,865579.2198174275,241,717399875.37,捷佳伟创MOCVD 设备、捷佳伟创PECVD设备、捷佳伟创刻蚀设备、捷佳伟创扩散炉设备、捷佳伟创清洗设备、捷佳伟创制绒设备、捷佳伟创自动化设备,电子设备及加工,公司是一家高速发展的光伏设备及绿色能源产业专用设备制造商，2007年创立于深圳市宝安区，并于2010年与深圳市捷佳创精密设备有限公司成功实现业务整合，产品涵盖原生多晶硅料生产设备、硅片加工设备、晶体硅电池生产设备等;公司系国内领先的晶体硅太阳能电池生产设备制造商，主营PECVD设备、扩散炉、制绒设备、刻蚀设备、清洗设备、自动化配套设备等太阳能电池片生产工艺流程中的主要设备的研发、制造和销售。
600732.SH,爱旭股份,3340078.3871033737,402028.3948630705,241,-125555058.98,晶硅太阳能电池、上海新梅大厦、上海新梅共和城、上海新梅绿岛苑、上海新梅太古城,半导体太阳能光伏、商业地产、住宅楼盘,上市公司前身为上海港机股份有限公司，主要从事大型港口设备、工程船舶和大型金属结构及其部件、配件的设计、建造和销售。经过收购重组后，2003年公司名称由“上海港机股份有限公司”变更为“上海新梅置业股份有限公司”。2019年经过资产置换，上市公司的主营业务由房地产开发与经营转型进入太阳能光伏行业。置入资产爱旭科技成立于2009年，一直从事太阳能晶硅电池的研发、生产和销售，凭借光伏行业十年耕耘的深厚积累，爱旭科技形成了优秀的管理团队和专业的研发团队。未来，爱旭科技的盈利能力和资产规模有望进一步提升，为上市公司的持续经营提供坚实保障。
688390.SH,固德威,3249912.2987551866,564390.2850373444,241,279535000.04,固德威并网逆变器监控 App、固德威储能逆变器监控 App、固德威单相单路 NS 系列、固德威单相单路 SS 系列、固德威单相双路 DS 系列、固德威离并网储能 ES系列、固德威三相双路 DT 系列、固德威三相双路 SDT 系列,电子元器件,公司系以新能源电力电源设备的转换、储能变换、能源管理为基础，以降低用电成本、提高用电效率为核心，以能源多能互补、能源价值创造为目的，集自主研发、生产、销售及服务为一体的高新技术企业。公司是高新技术企业、国家级博士后科研工作站设站企业、国家火炬计划产业化示范项目承担单位。公司研发中心被认定为江苏省可再生能源并网逆变器工程技术研究中心、江苏省认定企业技术中心、苏州市光伏并网逆变器工程技术研究中心、苏州市工业设计中心、江苏省工业设计中心。公司已在新能源电力电源设备领域深耕近十载，建立了一套有效的研发体系，长期从事新能源电力能源领域系统产品、技术、解决方案的研究，具备持续的研发投入能力。公司先后获得“苏州市名牌产品”、“江苏省名牌产品”、“德国红点设计奖”，连续四年蝉联TüV莱茵“质胜中国优胜奖”等荣誉和资质。
003035.SZ,南网能源,3192867.4706536974,381235.2406846473,241,473924709.4,城市照明节能服务、分布式光伏节能服务、工业高效能源站节能服务、工业节能、建筑节能服务、节能工程业务、节能咨询技术服务、节能咨询技术服务及节能工程服务、农光互补业务、其他工业综合节能服务、生物质综合利用、余热余压和煤矿瓦斯综合利用、综合资源利用,专业咨询服务,公司主要从事节能服务，为客户能源使用提供诊断、设计、改造、综合能源项目投资及运营维护等一站式综合节能服务。公司根据客户所在行业特性、外部环境资源禀赋情况、客户自身经营特点和节能减排需求，通过整合先进节能环保技术，充分利用高效节能环保设备，转变客户用能来源、用能方式，在满足客户对各类能源(电、热、冷、蒸汽、压缩气体等)需求的同时，降低客户用能投资风险，提升客户能源使用效率、减少能源费用和碳排放，从而实现良好的经济效益和社会效益。公司构建了覆盖节能设计、改造、服务等综合节能服务体系，打造了服务经济社会发展的绿色平台，建成了一大批在全国有影响力的大型节能减排示范项目，为客户提供一揽子的节能解决方案，是全国领先的工业节能、建筑节能、城市照明节能投资运营服务商。公司是唯一一家同时拥有中国节能协会节能服务产业委员会颁发的工业节能领域5A级证书、建筑节能领域5A级证书、公共设施节能领域5A级证书的公司，是国家发改委备案、国家工信部推荐的节能服务公司。
600032.SH,浙江新能,2822171.7333333334,451026.6566488889,225,454958780.04,电力、风力发电、光伏发电、水力发电,发电机及附属设备、风电、水电,公司是浙江省人民政府批准组建的省级资产营运机构，主营业务为水力发电、光伏发电、风力发电等可再生能源项目的投资、开发、建设和运营管理，公司拥有强大的工程施工队伍、丰富的水资源投资经验和较为雄厚的资本实力，在浙江省、乃至全国的水利水电工程建设中，享有盛名，做出重大贡献，公司形成了较为完整的工程施工体系，尤其在电站机电设备安装、水利水电工程施工、港口海岸工程施工、地基与基础路桥工程施工等专业方面具有强劲的竞争力和完善的质量保证体系、质量控制检测体系。一批工程项目取得了“鲁班奖”、“钱江杯”、“西湖杯”等荣誉称号。大多数子公司成为省市一级文明单位，公司积极进军国际市场。集团公司和所属的2家子公司拥有对外经济技术合作经营权，积极跻身国际建筑业市场，在东南亚、中东、非洲等地区总承包或者参建当地工程，先后承建或合作承建了菲律宾、叙利亚、马来西亚、尼日利亚、阿尔及利亚、安哥拉等国家的工程项目，被评为“浙江省外经十大先进企业”。
000591.SZ,太阳能,2604695.9094605814,1463866.1598879667,241,1180846605.95,光伏组件、太阳能电池组件,半导体太阳能光伏、机电产品经销,公司是中国节能环保集团有限公司的控股子公司，是目前中国最大的太阳能投资运营商之一和国内第一家以太阳能发电为主业的上市公司。公司业务以太阳能光伏电站的投资运营为主，主要产品为电力，该产品主要出售给国家电网；同时，公司还从事太阳能电池组件的生产销售，产品主要用于对外销售。公司具备强大的项目开发建设和运营管理能力，积累了丰富的投资经验，目前包括地面及分布式电站、滩涂及沙漠电站、光伏建筑一体化项目、光伏农业等多种光伏电站模式的项目已遍布中国多个省、市、自治区，总装机容量超过4吉瓦，成为中国国内装机容量最大的光伏企业。公司拥有优秀的技术人才、科学的维护管理机制、完善的企业文化体系，秉承高水平的运营管理能力和“拼搏奉献、求实创新、雷厉风行、团结协作”的阳光精神，旨在为人类奉献更多绿色电力，以国内市场为龙头，以光伏应用为依托，不断进行模式创新，持续推进技术进步，重点打造基于太阳能产业的资本运营平台和资源配置平台。
002056.SZ,横店东磁,2476311.209199096,678497.788340249,241,1120444284.34,DMEGC软磁铁氧体、DMEGC永磁铁氧体、横店东磁碱性锌锰无汞电池、横店东磁永磁烧结磁粉,磁性材料、低压电器类,公司是一家拥有磁性材料、太阳能光伏、新能源电池等多个产业群的高新技术民营企业。公司是国内规模最大的磁性材料生产企业，也是太阳能光伏产业链比较齐全、规模较大的生产企业。公司拥有雄厚的研发力量，是国际磁性材料技术交流的平台，设有国家级企业博士后工作站、国家级科技兴贸创新基地、国家磁性材料技术中心、浙江省磁性材料重点实验室、省级重点企业研究院、省级院士专家工作站、省级企业技术中心、浙江省科技文献共建共享平台、省级高新技术企业研发中心等创新平台。公司磁性材料产业的核心客户以全球500强企业或行业领先企业为主，如苹果、华为、特斯拉、博世、三星、法雷奥、松下、飞利浦等；太阳能产业的客户亦大多为行业内领先企业。
688598.SH,金博股份,2294440.757360332,466821.4781078838,241,501095974.05,板材、棒/管材、保温条、保温筒、导流筒、电极、顶板、发热体、非标准异形件、盖板、坩埚、护板、加热器、紧固件、料盘、密封环、模套,专用设备与零部件,湖南金博碳素股份有限公司主要从事先进碳基复合材料及产品的研发、生产和销售，是一家具有自主研发能力和持续创新能力的高新技术企业。公司致力于为客户提供性能卓越、性价比高的先进碳基复合材料产品和全套解决方案，是唯一一家入选工信部第一批专精特新“小巨人”企业名单的先进碳基复合材料制造企业，同时是国家知识产权优势企业，湖南省发展非公有制经济和中小企业先进单位，湖南省绿色工厂。公司已经于2020年5月18日成功登陆科创板，是省内第三家科创板公司。公司设立以来，依靠自主研发和持续创新，在先进碳基复合材料生产制备低成本化、产品品种多样化和装备设计自主化等方面取得重大突破，掌握了先进碳基复合材料低成本制备核心技术并实现了批量产业化。公司先进碳基复合材料坩埚、导流筒、保温筒等产品在晶硅制造热场系统得到推广和应用，逐步对高纯等静压石墨产品进行进口替代及升级换代，整体技术及产业化能力处于行业领先水平。公司以先进碳基复合材料低成本制备关键技术为目标，组织了一支涵盖材料、纺织、无纺、机械、电气等多学科的核心研发人才团队，取得33项发明专利授权，并独家或以第一起草单位身份牵头制定了5项国家行业标准，承担了科技部863计划重大项目、科技型中小企业技术创新基金项目、发改委高技术产业化专项项目等重要研发项目。
601908.SH,京运通,2287690.933861879,735124.8901410787,241,828159225.47,单晶硅炉、多晶硅铸锭炉、硅棒、硅锭、硅片、晶体区熔炉、退火炉,半导体材料、专用设备与零部件,公司成立于2002年8月8日，是一家以高端装备制造、新能源发电、新材料和节能环保四大产业综合发展的集团化企业，主导产品包括单晶硅生长炉、多晶硅铸锭炉、区熔单晶炉等光伏及半导体设备，多晶硅锭及硅片、区熔单晶硅棒及硅片等光伏产品，光伏发电和风力发电等新能源发电项目及固定源和移动源稀土无毒脱硝催化剂。高端装备制造业务是公司传统的优势产业，主要包括光伏及半导体、环保设备的设计研发及制造。新能源发电产业主要为光伏发电和风力发电，节能环保是公司近几年新进入的产业，是十分契合公司发展理念的举措，为治理空气污染、改善生态环境作出积极的贡献。
002506.SZ,协鑫集成,2244184.102783888,594362.1212033195,241,-1982880721.38,太阳能电池片、太阳能原材料、太阳能组件,半导体材料、半导体太阳能光伏、低压电器类,公司是一家主要生产各种型号、规格的单晶硅、多晶硅太阳能组件和太阳能灯具的新能源企业，生产的硅太阳能组件95%以上出口，畅销欧美。公司利用国际先进的专用设备，通过精心的设置、严格的质量控制体系以及一流的生产工艺，专业生产各种型号、规格的太阳能电池组件，配套生产和安装太阳能用户系统、太阳能灯等系列产品及工程。公司生产的太阳能组件畅销德国、西班牙、意大利、美国等主流光伏市场。公司先后通过了ISO9001、ISO14001、TUV认证、IEC61215认证、CE认证、美国UL认证、英国MCS认证和韩国组件认证。
688408.SH,中信博,2169455.8723122,294011.8749419087,241,15032252.95,BIPV、单立柱支架、季节可调支架、平单轴跟踪支架、双立柱支架、斜单轴跟踪支架,工业建筑、专用设备与零部件,公司是国内领先、世界一流的光伏支架系统解决方案提供商，主营业务为光伏支架的研发、设计、生产和销售，主要产品为光伏跟踪支架及固定支架。公司光伏支架的出货量及市场占有率位居世界前列。公司作为高新技术企业高度重视技术研发工作，秉承创新驱动发展的理念，设立了“江苏省太阳能智能跟踪及支架工程技术研究中心”及“苏州市太阳能跟踪系统成套设备重点实验室”，并取得了TüV南德颁发的光伏跟踪器TMP实验室资质。公司是全球光伏支架行业标准化的引领者和制定者，同时也是国内光伏行业内少数主导制定过国际标准的企业之一，经过多年持续的研发投入，公司产品技术日益成熟，已通过全球多个国家和地区的认证，包括Intertek、美国UL、TüV南德、欧盟CE、美国B&V可融资性等认证。公司产品依靠创新的设计理念、严格的技术标准及过硬的质量水平，得到了海外知名客户的广泛认可。
002617.SZ,露笑科技,2126907.3579752366,1270903.314580913,241,66750737.96,步进电机、光伏电站、蓝宝石、蓝宝石晶体炉、锂离子动力电池系统、铝芯电磁线、铜芯电磁线、涡轮增压器、无刷电机、新能源电机、整车CAN总线控制系统,半导体太阳能光伏、电子元器件、输电设备、系统集成服务、专用设备与零部件,公司是专业的节能电机、电磁线、涡轮增压器、蓝宝长晶片研发、生产、销售于一体的企业，公司系国家重点高新技术企业，国家火炬项目、国家振兴产业项目承担企业。拥有省级企业研究院、省级企业技术中心、博士后工作站、为浙江省最具成长力企业之一。公司主要产品有各类铜、铝芯电磁线、超微细电磁线、小家电节能电机、无刷电机、数控电机、涡轮增压器和蓝宝石长晶设备等产品。是国内主要电磁线产品供应商之一，也是国内最大的铝芯电磁线和超微细电磁线产品生产基地之一。露笑品牌已成为行业内具有较高知名度的品牌，品牌和客户资源已是公司最重要的无形资产之一。露笑牌漆包线被评为“浙江名牌”，露笑商标被认定为“浙江省著名商标”，主要客户有三星、LG、恩布拉科、艾默生、美的、正泰、长虹、海尔、钱江制冷等国内外知名企业。公司先后通过ISO9001、ISO10012、ISO14001、TS16949、ISO17025体系认证、美国UL安全认证以及欧盟RoHS检测。
300118.SZ,东方日升,2059263.377572668,1252418.4365518673,241,-42318677.35,small solar power system 268×125×202mm、small solar power system 306×216×17mm、SYP170S-50M 太阳能板、SYP175S-50M 太阳能板、SYP180S-50M 太阳能板,半导体太阳能光伏,公司主要从事光伏并网发电系统、光伏独立供电系统、太阳能电池片、组件等的研发、生产和销售。作为国家级高新技术企业，公司拥有几十项主营业务核心技术，且建立了独立的国家级光伏实验室，该实验室获得国际CNAS认证，可按照IEC61215，IEC61730-2、UL1703进行多个项目测试，为公司及其他光伏企业的设计研发以及质量管控提供了有力的支持。公司产品远销欧美、南非和东南亚等多个国家和地区，为广大用户提供专业、便捷的光伏产品和技术支持。相关产品已通过TüV、CE、UL、GS、ROHS、REACH、PAHS等国际认证，且在同行中率先通过ISO14001环境管理体系、ISO9001质量管理体系以及GB/T28000职业健康安全管理体系认证。公司生产的太阳能组件产品被评为“浙江省名牌产品”、“浙江省出口名牌”。公司致力于生产高效率的电池片和组件，满足国内外市场不断增长的需求，把东方日升打造成国际领先的光伏终端应用产品制造商。
601778.SH,晶科科技,2021287.7972237675,483770.1400912863,241,361013902.42,光伏电站EPC业务、光伏电站运营业务,半导体太阳能光伏,公司成立于2011年，是专业从事清洁能源的服务商，晶科电力主营业务主要分为光伏电站运营和光伏电站EPC两大板块，涉及太阳能光伏的电站开发、电站投资、电站建设、电站运营和电站管理等环节，以及光伏电站EPC工程总承包、电站运营综合服务解决方案等。近年来，作为公司核心业务的光伏电站运营取得高速发展，通过自行开发建造、收购等方式，在全国范围内投资开发光伏发电项目，行业地位和市场竞争力不断提升。
