code,name,mv_mean,amount_mean,num_days,profit,主营产品名称,主营产品类型,公司简介
002459.SZ,晶澳科技,11265760.56,1215984.771,241,2038628714,硅片、太阳能电池片、太阳能电池组件、太阳能光伏电站,半导体材料、半导体太阳能光伏、电子元器件,公司是实施产业链一体化战略的全球知名的高性能光伏产品制造商，产业链覆盖硅片、电池、组件及光伏电站。晶澳在全球拥有12个生产基地、20多个分支机构，产品足迹遍布100多个国家和地区，广泛应用于地面光伏电站以及工商业、住宅分布式光伏系统，凭借持续的技术创新、稳健的财务优势和发达的全球销售与服务网络，以及太阳能光伏电站的开发、建设、运营等，是工业与信息化部公布的第一批符合《光伏制造行业规范条件》的企业。
003816.SZ,中国广核,11163464.91,339734.9561,241,9732589251,大亚湾核电站、防城港核电站、红沿河核电站、岭澳核电站、岭东核电站、宁德核电站、台山核电站、阳江核电站,火电,"公司是我国在运装机规模最大的核电开发商与运营商,是中国核电行业最大的参与者,是控股股东中国广核集团核能发电业务最终整合的唯一平台,主要产品是电力,公司管理的在运、在建核电装机容量份额为国内市场第一。公司积极参与国家标准和行业标准的建设工作，现已建立了较为完善的科技研发体系并积极融入国家科技创新体系。公司的子公司工程公司推动建设了国家级科研平台国家能源核电工程建设技术研发(实验)中心；打造全产业链“政产学研用”协同创新平台，推进核电装备自主化与技术升级。已成功获批多项国家级科研项目，包括国家能源核电工程建设技术研发中心、核电工程建设示范专项、大型先进压水堆重大专项等课题,公司力争成为引领核能动力新技术开发和应用拓展的领跑者，保持在中国国内核能发电的领先地位，并努力成为国际核电市场有较强竞争力的核电供应商和专业化的运营服务商。"
688599.SH,天合光能,11128859.07,1129777.302,241,1804231712,电多多系列、多应用场景下的大型光伏电站系统产品——天合智能优配、多应用场景下的商用光伏系统、高功率基准组件系列、高可靠双玻组件系列、高性能双面组件系列、光伏电站工程建设管理、光伏电站销售业务、光伏发电及运维、美好芯系列、美学组件系列、能源云平台业务、阳光棚、智能微网及多能系统,光学设备,天合光能是行业领先的光伏智慧能源整体解决方案提供商，业务布局包括光伏产品、光伏系统及智慧能源三大板块。公司以光伏科学与技术国家重点实验室和新能源物联网产业创新中心等平台为依托，在核心技术及研发上具有领先优势。光伏组件是公司的主要产品，组件产品的客户主要为国内外光伏电站开发商和承包商以及分布式光伏系统的经销商。公司较早从事光伏产品的研发和生产业务，建立了强大的研发团队，积累了一批具有自主知识产权的核心技术，拥有光伏科学与技术国家重点实验室及国家企业技术中心等创新平台，长期保持行业领先的技术优势。在组件功率及电池片转换效率上18次突破世界记录。公司先后在瑞士苏黎世、美国加州圣何塞、新加坡、日本东京、墨西哥设立了区域总部，并在马德里、米兰、悉尼、北京、上海等地设立了办事处，产品覆盖全球100多个国家和地区。
603806.SH,福斯特,10892129.86,869686.1682,241,2196549311,福斯特EVA胶膜、福斯特背板、福斯特热熔网膜,其他化学品,公司是一家专业从事光伏封装材料研发与生产的省级高新技术企业。主营业务为EVA太阳能电池胶膜、共聚酰胺丝网状热熔胶膜、太阳能电池背板产品的研发、生产和销售，为光伏组件厂商提供一流的产品和超值的服务，与众多全球著名的光伏企业建立了深层次的供应合作关系。公司是国家火炬计划重点高新技术企业、“杭州市大企业集团”。公司是中国EVA太阳能电池胶膜领域的龙头企业，独立开发的热熔网膜及太阳能电池背板产品均在市场中占有优势地位。公司产品相继被列入国家火炬计划、国家重点新产品计划，并被评为“浙江省优秀工业新产品、新技术”一等奖。公司愿景是成为一家拥有品牌优势、可持续创新和发展的全球化、技术型的优秀企业。
601238.SH,广汽集团,10453073.84,668635.0455,241,7334915288,HVAC系统、城市公交客车、发动机、广汽丰田CAMRY凯美瑞、广汽丰田YARIS雅力士、广州本田奥德赛、广州本田飞度、广州本田思迪、广州本田雅阁、减震器、金星系列轻型货车、骏铃系列轻型货车、银星系列轻型货车、转向器、座椅,车身及外观设备、发动机设备、行驶底盘设备、轿车、客车、轻型卡车、专用设备与零部件、转向设备,公司是由广州汽车工业集团有限公司、万向集团公司、中国机械工业集团公司、广州钢铁企业集团有限公司、广州市长隆酒店有限公司作为共同发起人，以发起方式设立的大型国有控股股份制企业集团。主要业务包括乘用车、商用车、摩托车、汽车零部件的研发、制造、销售及售后服务，以及汽车相关产品进出口贸易，汽车租赁、二手车、物流、拆解、资源再生，汽车信贷、融资租赁、商业保理、保险和保险经纪，股权投资等。经过多年的资源整合及产业重组，公司已经形成了立足华南，辐射华北、华中、华东和环渤海地区的产业布局和以整车制造为中心，覆盖上游汽车与零部件的研发和下游的汽车服务与金融投资的产业链闭环，是国内产业链最为完整、产业布局最为优化的汽车集团。通过引进、消化、吸收和再创新，积累了国际先进的制造和管理技术，形成了世界级水平的生产体系；整合全球优势资源，形成跨平台、模块化架构的正向开发体系，具备集成创新优势。
000625.SZ,长安汽车,10372251.09,2612765.768,241,3552463320,SC6360长安星韵客车、快乐王子轿车、羚羊OK款轿车、长安CM8都市多功能车、长安SC6372系列客车、长安城市彩虹货车、长安都市彩虹客车、长安福特嘉年华轿车、长安公安车、长安救护车、长安镭蒙客车、长安绿色新星客车、长安蒙迪欧2.5 V6旗舰轿车、长安双排微型货车、长安系列货车、长安雪虎客车、长安一排半微型货车、长安邮政车、长安运动系列客车,轿车、客车、轻型卡车、专用车,公司是中国汽车四大集团阵营企业、中国品牌领先汽车企业，两度入选央视“国家品牌计划”，成为中国品牌汽车行业领跑者。公司的主要业务涵盖整车研发、制造和销售以及发动机的研发、生产，并整合优势资源积极发展出行服务、新零售、金融投资等领域，进行多维度的产业布局。公司始终坚持以“引领汽车文明造福人类生活”为使命，秉承“节能环保、科技智能”的理念，大力发展新能源和智能汽车，致力于用科技创新引领汽车文明，努力为客户提供高品质的产品和服务。经过多年发展，现已形成轿车、SUV、MPV、交叉型乘用车、客车、货车等多档次、宽系列、多品种的产品谱系，覆盖传统燃油和新能源车型，拥有排量从1.0L到2.0L的发动机平台。公司旗下拥有长安乘用车、欧尚汽车、凯程汽车、长安福特、长安马自达、长安铃木、长安PSA等众多知名品牌。
601877.SH,正泰电器,9611764.536,1194118.432,241,3400637981,电机驱动、电力电子、电源电器、断路器、焊接设备、继电器、接触器、开关电器,低压电器类、专用设备与零部件,公司是低压电器市场的龙头企业，主要从事配电电器、终端电器、控制电器、电源电器、电子电器五大类低压电器产品的研发、生产和销售。公司历经由小及大的发展，建立了经验丰富的管理、研发、生产及营销团队，使“CHNT”、“正泰”成为了中国著名的低压电器品牌。2016年，公司经过重大资产重组注入光伏发电业务及资产，主营业务将由现有的低压电器及相关产品的研发、生产和销售扩展至光伏电站的开发、建设、运营、EPC工程总包及太阳能电池组件的制造及销售业务。公司被授予“全国产品和服务质量诚信示范企业”、“浙江省信用管理示范企业”、“温州市自营生产出口龙头企业”、“温州市外经工作先进单位”等荣誉称号。正泰新能源荣获全国分布式光伏应用创新金奖“最佳分布式光伏投资商金奖”，10.3MWp(兆瓦)分布式光伏电站项目获得“最佳分布式光伏EPC金奖”。
601127.SH,小康股份,7948315.382,1493665.691,241,-1823911349,汽车发动机、汽车零部件、汽车整车,汽车及零配件经销,公司是一家以发动机和新能源汽车为核心业务、汽车整车为主营业务的实体制造企业，现已形成集汽车整车、发动机、汽车零部件的自主研发、制造、销售及服务于一体的完整产业链。业务还涉及汽车租赁和互联网消费金融。公司及其子公司的主营产品包括超级都市SUV、紧凑型MPV、纯电动微型商用车等整车以及1.0-1.8升、1.5T缸内直喷涡轮增压等节能环保高性能发动机。公司入围中国企业500强，并先后荣获中国驰名商标、全国守合同重信用企业、全国就业先进企业、国家知识产权示范企业等荣誉。
300316.SZ,晶盛机电,7760726.969,861510.7226,241,1711717146,单晶硅生长炉控制系统、多晶硅铸锭炉、全自动单晶硅生长炉,锅炉及附属设备,公司是一家以“发展绿色智能高科技制造产业”为使命的高端半导体装备和LED衬底材料制造的高新技术企业。公司主营产品为全自动单晶生长炉、多晶硅铸锭炉、区熔硅单晶炉、单晶硅滚圆机、单晶硅截断机、全自动硅片抛光机、双面研磨机、单晶硅棒切磨复合加工一体机、多晶硅块研磨一体机、叠片机、蓝宝石晶锭、蓝宝石晶片、LED灯具自动化生产线等。公司产品主要应用于太阳能光伏、集成电路、LED、工业4.0等具有较好市场前景的新兴产业。公司拥有多家子公司和研发中心，其中一个海外研发中心，拥有工业4.0方向的省级重点研究院、省级晶体装备研究院等研究平台、博士后工作站。
601865.SH,福莱特,7534738.535,741944.72,241,2119919326,EPC光伏电站工程建设、玻璃用石英矿、浮法玻璃、工程玻璃、光伏玻璃、家居玻璃,玻璃、系统集成服务,公司是中国最大的光伏玻璃原片制造商之一，主要从事设计、开发、生产及销售售往中国及海外光伏组件生产商的光伏玻璃。公司的光伏玻璃产品通常为光伏深加工玻璃，尤其是超白光伏压花玻璃，其主要用于生产晶体硅光伏电池，而晶体硅光伏电池随后可安装组成晶体硅光伏组件。公司的光伏玻璃亦可用作薄膜光伏电池的盖板。公司主要向国内外光伏组件生产商出售公司的光伏玻璃产品。尽管公司的大部分收益来自光伏玻璃，但公司亦生产及出售浮法玻璃、家居玻璃及工程玻璃，而此等玻璃连同光伏玻璃构成公司的四大玻璃产品。
600089.SH,特变电工,7191565.548,2453578.459,241,7254795959,塔吉克斯坦500kV输变电线路工程项目、泰山电缆、特变电工电高纯铝棒、特变电工电工圆铝杆、特变电工空气消毒机、特变电工铝锭、特变电工水处理消毒机、特变电工太阳能电池用单晶硅片、特变电工太阳能电站、特变电工太阳能光伏组、新特低压开关柜、新特电抗器、新特干式变压器、新特互感器、新特特种变压器、新特油浸式电力变压器、新特组合式变电站,半导体太阳能光伏、变电设备、低压电器类、电解铝、电气仪器仪表、发电机及附属设备、工业建筑、铝加工材、清洁器具、输电设备,公司是中国变压器行业首家上市公司，中国重大装备制造业的核心骨干企业，国家级企业技术中心和博士后科研工作站，是中国重大装备制造业首家获得“中国驰名商标”和“中国名牌产品”的企业集团。同时，也是中国重要的变压器、电线电缆、高压电子铝箔新材料、太阳能系统工程实施及太阳能核心控制部件的研发、制造和出口企业。公司始终专注于“输变电、新能源、新材料”三大产业的开拓与协同发展，公司是国内少有的具有自主知识产权的变压器制造企业，特别是超高压和直流变压器的核心技术已经达到了国际水平。在新能源产业方面，公司拥有多项自主知识产权技术，成功开发出大功率太阳能光伏电站系统、太阳能电池组件、太阳能级硅片等核心技术产品。
300207.SZ,欣旺达,5944321.186,1583881.277,241,915654084.2,薄膜开关、笔记本类锂离子电池模组、储能电站电池、电动工具电池、电动汽车电池、电动自行车电池、电源管理系统、动力类锂离子电池模组、工业移动照明电池、手机数码类锂离子电池模组、医疗设备电池,低压电器类,公司是国内锂能源领域设计能力最强、配套能力最完善、产品系列最多的锂离子电池模组制造商之一。历经二十余年，公司发展成为全球锂离子电池领域的领军企业，形成了动力电池及动力总成、储能系统与能源互联网、3c消费类电池、智能硬件、自动化与智能制造、第三方检测六大产业群，致力于提供绿色、快速、高效的新能源一体化解决方案服务。公司主要从事锂离子电池模组研发制造业务，主要产品为锂离子电池模组，属于新能源领域。锂离子电池产业作为新能源领域的重要组成部分，广泛应用于手机、笔记本电脑、电动汽车动力总成、可穿戴设备、储能、能源互联网、动力工具、电动自行车等领域。公司产品还涵盖锂离子电芯、电源管理系统、精密结构件、智能制造类(含自动化设备)等多个领域。公司在锂离子电池模组领域，通过自主研发，拥有多项自主原始创新和集成创新的核心技术。通过多年努力，公司先后获评“世界能源500强”、“中国电子信息企业百强”、“中国电池百强企业”、“中国民营制造业500强”等荣誉。
300751.SZ,迈为股份,5884955.771,783777.1261,241,642802185.9,红外线干燥炉、检测机、全自动太阳能电池丝网印刷机、烧结炉、太阳模拟器、太阳能电池丝网印刷生产线成套设备（整线）、自动翻片机、自动分选机、自动缓存机、自动冷却机、自动上片机,专用设备与零部件,公司是一家集机械设计、电气研制、软件算法开发、精密制造装备于一体的高端智能装备制造商，涉足太阳能电池生产设备，是光伏行业全球领先的设备供应商及服务提供商。公司主营生产太阳能电池丝网印刷生产线成套设备。经过多年的技术积累与市场验证，公司在国内太阳能电池丝网印刷设备领域已处于领先地位，与众多集团等建立了长期合作关系，打破了丝网印刷设备领域进口垄断的格局。
601727.SH,上海电气,5797755.396,297072.6171,241,-9987908000,大型船用曲轴、电动机、电梯、电站辅机、电站锅炉、电站汽轮机、电站脱硫脱硝系统、断路器、风电设备、轨道车辆及关键部件、轨道交通机电设备集成工程、轨道交通站台屏蔽门系统、轨道交通综合监控系统、核电核岛设备、环保工程及污水固废处理系统、继电保护、接触器、金属切削机床、起重运输机械、汽轮发电机、太阳能电池及组件、印刷包装设备、重型机械设备,半导体太阳能光伏、包装机械、船舶(配件)及其维修、低压电器类、动力机械、发电机及附属设备、工控机械、锅炉及附属设备、环保机械、继电保护及调度自动化、监控器材及系统、汽(水、燃气)轮机及附属设备、轻型工程机械、烟气脱硫系统、重型建筑工程机械、重型卡车与专用车、专用设备与零部件,公司是一家大型综合性装备制造集团，主导产业聚焦能源装备、工业装备、集成服务三大领域，致力于为客户提供绿色、环保、智能、互联于一体的技术集成和系统解决方案。产品包括火力发电机组(煤电、气电)、核电机组、风力发电设备、输配电设备、环保设备、自动化设备、电梯、轨道交通和机床等。改革开放以来，上海电气诞生了一大批世界领先的创新产品，如首套百万千瓦超超临界燃煤发电机组、三代四代核电核岛和常规岛主设备、大型海上风电设备、西气东输的高频电动机等。上海电气品牌在国际和国内多个榜单中名列前茅，荣获中国工业领域最高奖项—中国工业大奖。
603185.SH,上机数控,5409115.859,1142305.302,241,1711409281,全自动磨面倒角一体机、数控多晶硅金刚线截断机、数控硅块平面磨床、数控金刚线蓝宝石切片机、数控金刚线切片机、数控蓝宝石多、单线开方机、数控蓝宝石磨床,机床机械,公司是国内首家为开发太阳能硅片配套的专用数控磨床、专用倒角机和切断锯床的企业。主营业务为各类精密数控机床、通用机床的研发、设计、制造、销售和服务。公司主要产品有缝纫机曲轴磨床、轧辊磨床、光伏专用平面磨床、数控金刚石带锯床、数控轧辊磨床等产品，并承接各种类型的非标专用磨床、大型、重型磨床的设计和制造。公司通过了ISO9001：2000质量管理体系认证，ISO14001：2004环境管理体系认证，产品被评为“江苏省高新技术产品、，江苏省名牌产品”。工厂被评为无锡市重合同守信用企业、无锡市高新技术企业、江苏省民营科技企业、国家级高新技术企业。
300763.SZ,锦浪科技,5320183.189,848585.6021,241,473833499.7,锦浪科技分布式风力发电机组、锦浪科技风光混合型逆变器、锦浪科技风力并网逆变器、锦浪科技光伏并网逆变器,变电设备、发电机及附属设备,公司主要从事光伏并网逆变器、风力并网逆变器及分布式风力发电机组的研发、生产、销售和服务。公司作为知名的并网逆变器供应商，自成立以来，就注重自主研发，生产的产品具有质量高、性能好等优异的特点，随着技术的积累和研发实力的提升，公司在光伏逆变器、风力逆变器、风光混合逆变器、储能并网一体式混合逆变器等多个领域居于行业的前列，公司拥有多项核心技术，并注重知识产权保护，在行业内拥有较高的的技术影响力和一定的市场地位。众多优秀技术人才。公司研发团队被评为浙江省重点创新团队，建有企业院士工作站。截至2018年3月30日，公司已取得专利证书的专利51项，并获得了多项荣誉与奖项。公司自成立初即坚持全球化布局，凭借优异的产品性能和可靠的产品质量，公司在亚洲、欧洲、美洲及澳洲等多个国家和地区积累了众多优质客户，与公司形成了长期稳定的合作关系，除国内市场外，公司产品销往美国、英国、荷兰、澳大利亚、墨西哥、印度等全球多个国家和地区，赢得了客户的高度认可。
002202.SZ,金风科技,5079068.598,1542072.948,241,3456951818,金风科技1.2MW风力发电机组、金风科技1.5MW风力发电机组、金风科技600kW风力发电机组、金风科技750kW风力发电机组,发电机及附属设备,"公司成立于1998年，致力于成为国际化的清洁能源和节能环保整体解决方案提供商，多次入选“全球最具创新能力企业50强”，荣登2016年度“全球挑战者”百强榜，被《知识产权资产管理IAM》组织授予“中国知识产权倡导者”殊荣。公司目前专注于风电系统解决方案、可再生能源、新业务投资孵化。公司在全球范围拥有7大研发中心，与7所全球顶级院校合作，拥有强大的自主研发能力，承担国家重点科研项目近30项，掌握专利技术超过2,800项，获得超过33种机型的设计与型式认证。"
601689.SH,拓普集团,5059934.802,688041.1918,241,1017253692,汽车隔音产品、汽车橡胶减震产品,专用设备与零部件,公司主要从事汽车NVH(即减震降噪及舒适性控制)领域橡胶减震产品和隔音产品的研发、生产与销售，致力于消除来自于汽车动力总成、路面及空气的振动与噪声，提升整车的舒适性及平顺性。公司在汽车NVH领域的技术及研发水平位居国内前列，是国内为数不多的具备整车同步研发能力的NVH零部件供应商之一，也是国内较早进入全球整车配套零部件采购体系的自主品牌汽车零部件生产企业。近年来，公司凭借一流的研发能力、生产工艺及制造水平已逐步获得国际汽车界的认可，先后进入通用汽车、克莱斯勒、奥迪、宝马等知名汽车制造商的全球研发体系及零部件采购体系，逐渐成长为面向国际、国内两个市场，专业化和规模化的汽车NVH零部件系统集成供应商。公司的同步研发及系统集成能力符合世界知名整车制造商全球采购的技术指标，具有较强的国际竞争力。研发中心被认定为“宁波市企业工程(技术)中心”，“省级高新技术企业研究开发中心”，研发中心下设的“产品测试中心”符合ISO/IEC17025实验室检测能力标准，成为“国家级测试中心”。
002080.SZ,中材科技,4905203.978,874506.2096,241,3373402277,中材AGM隔板、中材MW级风机叶片、中材TXZ型陶瓷纤维纸、中材摆锤法岩棉生产技术及设备、中材玻璃微纤维纸、中材玻纤覆膜滤料、中材玻纤空气过滤纸、中材玻纤生产线设计与安装、中材玻纤湿法薄毡生产技术及设备、中材玻纤装备、中材池窑拉丝技术装备、中材低介电玻璃纤维、中材高硅氧玻璃纤维、中材高模量玻璃纤维、中材高强度玻璃纤维、中材空气净化过滤毡、中材离心喷吹法生产技术及设备、中材平面仿形织物、中材自动换筒拉丝机,玻璃纤维、风泵机械、工业建筑、轻型工程机械、人造板、人造纤维,公司是我国特种纤维复合材料的技术发源地，拥有完整的非金属矿物材料、玻璃纤维、纤维复合材料技术产业链，是我国特种纤维复合材料领域集研发、设计、产品制造与销售、技术装备集成于一体的国家级高新技术企业。业务产品紧扣新能源、航空航天、节能减排、国防军工等应用领域。承继了原南京玻璃纤维研究设计院、北京玻璃钢研究设计院和苏州非金属矿工业设计研究院三个国家级科研院所多年的核心技术资源和人才优势。公司是国家首批创新型企业、国家首批技术创新示范企业、国家高新技术企业，拥有国家重点实验室、国家级企业技术中心、国家级工程技术研究中心、博士后工作站，形成了稳定高效的高层次研发平台，拥有一支国内优秀的新材料研发人才队伍。
